"payment_id","city","country","film_category","film_rating","payment_amount"
19323,"Aparecida de Goinia","Brazil","Sci-Fi","R","2.99"
19324,"Sambhal","India","Children","NC-17","2.99"
19325,"Sambhal","India","Classics","NC-17","6.99"
19326,"Sambhal","India","Action","PG-13","4.99"
19327,"Kabul","Afghanistan","Games","R","2.99"
19328,"Kabul","Afghanistan","Drama","PG-13","0.99"
19329,"Kabul","Afghanistan","Foreign","R","0.99"
19330,"Vicente Lpez","Argentina","Documentary","R","3.99"
19331,"Vicente Lpez","Argentina","Comedy","PG","0.99"
19332,"Zanzibar","Tanzania","Action","NC-17","0.99"
19333,"Syrakusa","Italy","Children","NC-17","0.99"
19334,"Syrakusa","Italy","Travel","R","2.99"
19335,"Syrakusa","Italy","New","PG","2.99"
19336,"Syrakusa","Italy","Family","NC-17","10.99"
19337,"Syrakusa","Italy","Classics","R","5.99"
19338,"Jaroslavl","Russian Federation","Drama","PG-13","8.99"
19339,"Jaroslavl","Russian Federation","Comedy","G","6.99"
19340,"Mandi Bahauddin","Pakistan","Family","PG","5.99"
19341,"Mandi Bahauddin","Pakistan","Sports","PG-13","4.99"
19342,"Jodhpur","India","Sports","R","7.99"
19343,"Jodhpur","India","Action","PG-13","2.99"
19344,"Jodhpur","India","Drama","G","4.99"
19345,"Ambattur","India","Sports","G","7.99"
19346,"Asuncin","Paraguay","Animation","PG","2.99"
19347,"Asuncin","Paraguay","Sci-Fi","PG-13","4.99"
19348,"Saarbrcken","Germany","Sci-Fi","R","2.99"
19349,"Saarbrcken","Germany","Family","R","1.99"
19350,"Saarbrcken","Germany","Children","PG","6.99"
19351,"Saarbrcken","Germany","Sci-Fi","R","0.99"
19352,"Phnom Penh","Cambodia","Documentary","PG","3.99"
19353,"Phnom Penh","Cambodia","Travel","R","2.99"
19354,"Phnom Penh","Cambodia","Children","PG-13","2.99"
19355,"Phnom Penh","Cambodia","Sci-Fi","PG-13","3.99"
19356,"Anpolis","Brazil","Comedy","R","4.99"
19357,"Anpolis","Brazil","Animation","NC-17","0.99"
19358,"Anpolis","Brazil","Travel","PG-13","7.99"
19359,"Anpolis","Brazil","Drama","PG","0.99"
19360,"Botosani","Romania","Music","NC-17","3.99"
19361,"Botosani","Romania","Sports","PG-13","4.99"
19362,"Botosani","Romania","Games","NC-17","0.99"
19363,"Botosani","Romania","Classics","NC-17","8.99"
19364,"Botosani","Romania","New","NC-17","0.99"
19365,"Botosani","Romania","Classics","G","0.99"
19366,"Uttarpara-Kotrung","India","Drama","R","0.99"
19367,"Zaria","Nigeria","Documentary","R","0.99"
19368,"Zaria","Nigeria","Foreign","G","8.99"
19369,"Idfu","Egypt","Sci-Fi","R","2.99"
19370,"Idfu","Egypt","Foreign","PG-13","2.99"
19371,"Idfu","Egypt","Comedy","PG","2.99"
19372,"Idfu","Egypt","Children","G","4.99"
19373,"Jalib al-Shuyukh","Kuwait","Foreign","PG","3.99"
19374,"Jalib al-Shuyukh","Kuwait","Classics","NC-17","0.99"
19375,"Jalib al-Shuyukh","Kuwait","Documentary","R","2.99"
19376,"Jalib al-Shuyukh","Kuwait","Classics","PG","5.99"
19377,"Jalib al-Shuyukh","Kuwait","Foreign","G","4.99"
19378,"Jalib al-Shuyukh","Kuwait","Drama","G","5.99"
19379,"Jalib al-Shuyukh","Kuwait","Classics","PG","6.99"
19380,"Jalib al-Shuyukh","Kuwait","Comedy","PG","4.99"
19381,"Buenaventura","Colombia","Comedy","NC-17","4.99"
19382,"Buenaventura","Colombia","Family","PG","0.99"
19383,"Tanza","Philippines","Travel","NC-17","0.99"
19384,"Tanza","Philippines","Sci-Fi","R","5.99"
19385,"Tanza","Philippines","Family","PG-13","8.99"
19386,"Tanza","Philippines","Foreign","NC-17","6.99"
19387,"Tanza","Philippines","Children","NC-17","2.99"
19388,"Tanza","Philippines","Animation","R","3.99"
19389,"Tanza","Philippines","Action","PG","4.99"
19390,"Tanza","Philippines","Sports","NC-17","2.99"
19391,"Naju","South Korea","Music","G","0.99"
19392,"Naju","South Korea","Horror","PG-13","0.99"
19393,"Naju","South Korea","Sports","R","4.99"
19394,"Naju","South Korea","Children","G","2.99"
19395,"Naju","South Korea","Classics","R","2.99"
19396,"Shimoga","India","Travel","PG-13","2.99"
19397,"Shimoga","India","Travel","PG","4.99"
19398,"Shimoga","India","Children","PG","2.99"
19399,"Ciomas","Indonesia","Games","PG-13","4.99"
19400,"Ciomas","Indonesia","Action","PG-13","4.99"
19401,"Ciomas","Indonesia","Games","R","2.99"
19402,"Ciomas","Indonesia","Family","PG","4.99"
19403,"Ciomas","Indonesia","Documentary","G","5.99"
19404,"Iwaki","Japan","Drama","PG-13","3.99"
19405,"Iwaki","Japan","Family","NC-17","4.99"
19406,"Iwaki","Japan","Drama","NC-17","5.99"
19407,"Xiangfan","China","Action","R","0.99"
19408,"Xiangfan","China","Children","PG-13","0.99"
19409,"Xiangfan","China","Games","PG-13","5.99"
19410,"Xiangfan","China","Children","G","2.99"
19411,"Xiangfan","China","Documentary","PG","0.99"
19412,"Qinhuangdao","China","Travel","R","4.99"
19413,"Qinhuangdao","China","Horror","PG-13","4.99"
19414,"Qinhuangdao","China","Drama","PG-13","4.99"
19415,"Qinhuangdao","China","Drama","G","4.99"
19416,"Qinhuangdao","China","New","G","4.99"
19417,"Qinhuangdao","China","Animation","NC-17","4.99"
19418,"San Miguel de Tucumn","Argentina","Documentary","NC-17","5.99"
19419,"San Miguel de Tucumn","Argentina","New","PG-13","0.99"
19420,"San Miguel de Tucumn","Argentina","Games","PG-13","5.99"
19421,"Lapu-Lapu","Philippines","Action","NC-17","6.99"
19422,"Lapu-Lapu","Philippines","Comedy","PG-13","5.99"
19423,"Lapu-Lapu","Philippines","Comedy","PG-13","3.99"
19424,"Uijongbu","South Korea","Games","R","2.99"
19425,"Uijongbu","South Korea","Animation","PG","2.99"
19426,"Uijongbu","South Korea","Foreign","PG","2.99"
19427,"Maring","Brazil","Family","R","1.99"
19428,"Maring","Brazil","Action","PG","2.99"
19429,"Maring","Brazil","Foreign","G","1.99"
19430,"Maring","Brazil","Music","PG","0.99"
19431,"Maring","Brazil","Classics","PG-13","4.99"
19432,"Coacalco de Berriozbal","Mexico","Animation","G","5.99"
19433,"Tallahassee","United States","New","NC-17","3.99"
19434,"Tallahassee","United States","Sci-Fi","G","0.99"
19435,"Tianjin","China","Horror","R","0.99"
19436,"Tianjin","China","Travel","PG","5.99"
19437,"Tianjin","China","Games","PG-13","2.99"
19438,"Tianjin","China","Drama","PG-13","1.99"
19439,"Tianjin","China","Classics","G","7.99"
19440,"Oyo","Nigeria","Documentary","PG","4.99"
19441,"Halle/Saale","Germany","Children","G","6.99"
19442,"Halle/Saale","Germany","Games","G","7.99"
19443,"Halle/Saale","Germany","Music","PG","2.99"
19444,"London","United Kingdom","Sci-Fi","G","5.99"
19445,"London","United Kingdom","Drama","NC-17","4.99"
19446,"London","United Kingdom","Horror","G","0.99"
19447,"Miyakonojo","Japan","Animation","PG-13","1.99"
19448,"Miyakonojo","Japan","Games","NC-17","6.99"
19449,"Miyakonojo","Japan","Drama","PG","5.99"
19450,"Miyakonojo","Japan","Comedy","NC-17","4.99"
19451,"Miyakonojo","Japan","Animation","NC-17","4.99"
19452,"Miyakonojo","Japan","Animation","NC-17","4.99"
19453,"Poos de Caldas","Brazil","Sci-Fi","R","2.99"
19454,"Poos de Caldas","Brazil","Action","R","0.99"
19455,"Poos de Caldas","Brazil","New","PG-13","2.99"
19456,"Poos de Caldas","Brazil","Sci-Fi","NC-17","2.99"
19457,"Poos de Caldas","Brazil","Animation","G","3.99"
19458,"Hagonoy","Philippines","Animation","NC-17","2.99"
19459,"Hagonoy","Philippines","Animation","G","6.99"
19460,"Hagonoy","Philippines","Classics","R","2.99"
19461,"Hagonoy","Philippines","Comedy","NC-17","2.99"
19462,"Monywa","Myanmar","Comedy","PG","2.99"
19463,"Monywa","Myanmar","Action","NC-17","0.99"
19464,"Monywa","Myanmar","Drama","R","4.99"
19465,"Monywa","Myanmar","Comedy","G","4.99"
19466,"Monywa","Myanmar","Action","G","6.99"
19467,"Monywa","Myanmar","Drama","G","4.99"
19468,"Monywa","Myanmar","Sports","PG","4.99"
19469,"Beira","Mozambique","Documentary","NC-17","0.99"
19470,"Beira","Mozambique","Sci-Fi","PG","4.99"
19471,"Santiago de los Caballeros","Dominican Republic","Travel","G","2.99"
19472,"Santiago de los Caballeros","Dominican Republic","New","G","0.99"
19473,"Santiago de los Caballeros","Dominican Republic","New","R","8.99"
19474,"Halisahar","India","Drama","R","7.99"
19475,"Halisahar","India","Horror","PG","7.99"
19476,"Halisahar","India","Family","PG","2.99"
19477,"Halisahar","India","Classics","PG","5.99"
19478,"Datong","China","Children","PG-13","3.99"
19479,"Datong","China","Sci-Fi","PG-13","2.99"
19480,"Datong","China","Music","NC-17","2.99"
19481,"Datong","China","Music","PG","10.99"
19482,"Datong","China","Music","NC-17","0.99"
19483,"Datong","China","Sports","R","7.99"
19484,"Datong","China","Action","PG-13","3.99"
19485,"Datong","China","Action","G","0.99"
19486,"Tuguegarao","Philippines","Comedy","PG-13","2.99"
19487,"Tuguegarao","Philippines","Games","NC-17","5.99"
19488,"Tuguegarao","Philippines","Documentary","PG","8.99"
19489,"Tuguegarao","Philippines","Music","R","3.99"
19490,"Tuguegarao","Philippines","Family","PG","0.99"
19491,"Tuguegarao","Philippines","Animation","R","0.99"
19492,"Portoviejo","Ecuador","Games","NC-17","2.99"
19493,"Portoviejo","Ecuador","Horror","R","6.99"
19494,"Portoviejo","Ecuador","New","PG-13","8.99"
19495,"Portoviejo","Ecuador","Sci-Fi","PG-13","1.99"
19496,"Mandaluyong","Philippines","Sci-Fi","R","8.99"
19497,"Mandaluyong","Philippines","Family","NC-17","1.99"
19498,"Higashiosaka","Japan","Sci-Fi","NC-17","3.99"
19499,"Higashiosaka","Japan","Music","NC-17","4.99"
19500,"Higashiosaka","Japan","Classics","G","0.99"
19501,"Higashiosaka","Japan","Music","NC-17","3.99"
19502,"Olomouc","Czech Republic","Comedy","R","7.99"
19503,"Olomouc","Czech Republic","Sports","NC-17","4.99"
19504,"Olomouc","Czech Republic","Children","NC-17","2.99"
19505,"Salzburg","Austria","Sports","NC-17","5.99"
19506,"Salzburg","Austria","Classics","PG-13","4.99"
19507,"Salzburg","Austria","Family","PG","4.99"
19508,"Salzburg","Austria","Family","PG","4.99"
19509,"Lengshuijiang","China","Foreign","PG-13","4.99"
19510,"Lengshuijiang","China","New","NC-17","4.99"
19511,"Lengshuijiang","China","New","NC-17","2.99"
19512,"Lengshuijiang","China","Sci-Fi","PG","7.99"
19513,"Lengshuijiang","China","New","PG-13","6.99"
19514,"Lengshuijiang","China","Foreign","NC-17","2.99"
19515,"Lengshuijiang","China","Games","PG","4.99"
19516,"Lengshuijiang","China","New","G","1.99"
19517,"Lengshuijiang","China","Family","PG","0.99"
19518,"Southend-on-Sea","United Kingdom","New","NC-17","1.99"
19519,"Lengshuijiang","China","Documentary","PG","2.99"
19520,"Lengshuijiang","China","Documentary","R","0.99"
19521,"Lengshuijiang","China","Comedy","PG-13","6.99"
19522,"Lengshuijiang","China","Family","PG","4.99"
19523,"Lengshuijiang","China","Drama","NC-17","4.99"
19524,"Lengshuijiang","China","Comedy","NC-17","9.99"
19525,"Lengshuijiang","China","Foreign","G","5.99"
19526,"Lengshuijiang","China","New","R","3.99"
19527,"Lengshuijiang","China","Foreign","PG-13","3.99"
19528,"Lengshuijiang","China","Drama","PG","0.99"
19529,"Lengshuijiang","China","Sci-Fi","PG-13","3.99"
19530,"Palghat (Palakkad)","India","Classics","PG","7.99"
19531,"Palghat (Palakkad)","India","Sports","NC-17","6.99"
19532,"Palghat (Palakkad)","India","Comedy","PG","2.99"
19533,"Palghat (Palakkad)","India","Music","NC-17","4.99"
19534,"Palghat (Palakkad)","India","Children","G","5.99"
19535,"Palghat (Palakkad)","India","Children","PG-13","4.99"
19536,"Palghat (Palakkad)","India","Drama","G","4.99"
19537,"Palghat (Palakkad)","India","Games","G","0.99"
19538,"Palghat (Palakkad)","India","Music","PG","2.99"
19539,"Salinas","United States","Action","PG","2.99"
19540,"Salinas","United States","Music","NC-17","4.99"
19541,"Salinas","United States","Music","R","4.99"
19542,"Salinas","United States","Classics","PG","3.99"
19543,"Salinas","United States","Horror","PG-13","4.99"
19544,"Salinas","United States","Travel","NC-17","5.99"
19545,"Salinas","United States","Action","PG-13","2.99"
19546,"Salinas","United States","Drama","PG-13","4.99"
19547,"Salinas","United States","Documentary","G","6.99"
19548,"Salinas","United States","Documentary","NC-17","2.99"
19549,"Kalisz","Poland","Drama","PG","7.99"
19550,"Kalisz","Poland","Animation","PG-13","5.99"
19551,"Kalisz","Poland","Sci-Fi","NC-17","4.99"
19552,"Kalisz","Poland","New","NC-17","2.99"
19553,"Kalisz","Poland","Travel","R","0.99"
19554,"Kalisz","Poland","Music","R","2.99"
19555,"Kalisz","Poland","Horror","PG","2.99"
19556,"Kalisz","Poland","Comedy","PG-13","2.99"
19557,"Kalisz","Poland","Foreign","NC-17","2.99"
19558,"Kalisz","Poland","Action","G","1.99"
19559,"Kalisz","Poland","Travel","NC-17","0.99"
19560,"Kalisz","Poland","Sports","G","6.99"
19561,"Kumbakonam","India","Horror","G","4.99"
19562,"Kumbakonam","India","Family","NC-17","3.99"
19563,"Kumbakonam","India","Comedy","PG","2.99"
19564,"Kumbakonam","India","Foreign","R","4.99"
19565,"Kumbakonam","India","Animation","R","0.99"
19566,"Kumbakonam","India","Games","PG-13","4.99"
19567,"Kumbakonam","India","Animation","NC-17","2.99"
19568,"Yantai","China","New","PG","2.99"
19569,"Yantai","China","New","NC-17","2.99"
19570,"Yantai","China","Documentary","PG-13","8.99"
19571,"Yantai","China","Documentary","NC-17","0.99"
19572,"Yantai","China","Animation","PG-13","6.99"
19573,"Yantai","China","Animation","G","2.99"
19574,"Yantai","China","Drama","G","2.99"
19575,"Salamanca","Mexico","New","G","8.99"
19576,"Salamanca","Mexico","Classics","PG","3.99"
19577,"Salamanca","Mexico","Foreign","R","6.99"
19578,"Salamanca","Mexico","Drama","G","4.99"
19579,"Salamanca","Mexico","Family","PG","4.99"
19580,"Salamanca","Mexico","Family","R","0.99"
19581,"Salamanca","Mexico","Family","PG","4.99"
19582,"Salamanca","Mexico","Children","PG-13","5.99"
19583,"Salamanca","Mexico","Sci-Fi","G","4.99"
19584,"Salamanca","Mexico","Sci-Fi","R","2.99"
19585,"Salamanca","Mexico","Animation","PG","2.99"
19586,"Salamanca","Mexico","New","PG","2.99"
19587,"Salamanca","Mexico","Documentary","PG","6.99"
19588,"Karnal","India","New","NC-17","1.99"
19589,"Karnal","India","Horror","R","0.99"
19590,"Karnal","India","New","NC-17","3.99"
19591,"Karnal","India","Family","R","2.99"
19592,"Karnal","India","Sci-Fi","NC-17","3.99"
19593,"Karnal","India","Foreign","PG","2.99"
19594,"Karnal","India","Documentary","NC-17","8.99"
19595,"Karnal","India","Sports","NC-17","8.99"
19596,"Karnal","India","Documentary","PG-13","0.99"
19597,"Karnal","India","Foreign","PG-13","7.99"
19598,"Karnal","India","Sports","G","7.99"
19599,"Karnal","India","Sci-Fi","PG-13","4.99"
19600,"Karnal","India","Games","NC-17","2.99"
19601,"Karnal","India","Foreign","PG","2.99"
19602,"Karnal","India","Documentary","NC-17","2.99"
19603,"Karnal","India","Action","G","3.99"
19604,"Peoria","United States","Comedy","NC-17","6.99"
19605,"Peoria","United States","Sci-Fi","PG","1.99"
19606,"Peoria","United States","Sports","PG","4.99"
19607,"Peoria","United States","Family","R","5.99"
19608,"Peoria","United States","Drama","PG-13","1.99"
19609,"Peoria","United States","Music","PG","3.99"
19610,"Peoria","United States","Animation","PG","2.99"
19611,"Peoria","United States","Sports","NC-17","1.99"
19612,"Peoria","United States","Horror","PG","0.99"
19613,"Peoria","United States","New","NC-17","0.99"
19614,"Peoria","United States","Travel","G","5.99"
19615,"Peoria","United States","Games","PG-13","2.99"
19616,"Peoria","United States","Horror","R","5.99"
19617,"Peoria","United States","Games","PG-13","4.99"
19618,"Peoria","United States","Action","R","2.99"
19619,"Peoria","United States","Games","R","3.99"
19620,"Warren","United States","Comedy","G","0.99"
19621,"Warren","United States","Music","NC-17","2.99"
19622,"Warren","United States","Foreign","R","2.99"
19623,"Warren","United States","Drama","PG-13","4.99"
19624,"Warren","United States","Games","NC-17","3.99"
19625,"Warren","United States","Sports","PG-13","5.99"
19626,"Warren","United States","Sports","PG","4.99"
19627,"Warren","United States","Family","R","4.99"
19628,"Warren","United States","Children","NC-17","4.99"
19629,"Warren","United States","Classics","NC-17","2.99"
19630,"Warren","United States","Comedy","NC-17","3.99"
19631,"Warren","United States","Sci-Fi","PG","4.99"
19632,"Ogbomosho","Nigeria","Animation","R","3.99"
19633,"Ogbomosho","Nigeria","Children","NC-17","4.99"
19634,"Ogbomosho","Nigeria","Children","R","0.99"
19635,"Ogbomosho","Nigeria","Sports","PG-13","3.99"
19636,"Ogbomosho","Nigeria","Comedy","NC-17","5.99"
19637,"Ogbomosho","Nigeria","New","PG-13","4.99"
19638,"Ogbomosho","Nigeria","Sports","R","4.99"
19639,"Ogbomosho","Nigeria","Animation","PG-13","4.99"
19640,"Ogbomosho","Nigeria","Sci-Fi","PG","4.99"
19641,"Ogbomosho","Nigeria","Foreign","R","4.99"
19642,"Ogbomosho","Nigeria","Children","PG-13","10.99"
19643,"Ogbomosho","Nigeria","Sports","G","5.99"
19644,"Inegl","Turkey","Family","R","2.99"
19645,"Inegl","Turkey","Drama","R","2.99"
19646,"Inegl","Turkey","Sci-Fi","R","3.99"
19647,"Inegl","Turkey","Foreign","G","5.99"
19648,"Inegl","Turkey","Action","R","0.99"
19649,"Inegl","Turkey","Foreign","G","0.99"
19650,"Inegl","Turkey","Documentary","PG","0.99"
19651,"Inegl","Turkey","Comedy","NC-17","0.99"
19652,"Inegl","Turkey","Foreign","PG-13","2.99"
19653,"Inegl","Turkey","Comedy","PG","0.99"
19654,"Inegl","Turkey","Action","PG","4.99"
19655,"Inegl","Turkey","Comedy","PG","4.99"
19656,"Tabriz","Iran","New","PG","6.99"
19657,"Tabriz","Iran","Sci-Fi","R","2.99"
19658,"Tabriz","Iran","Sci-Fi","PG","4.99"
19659,"Tabriz","Iran","Family","G","2.99"
19660,"Tabriz","Iran","Action","G","4.99"
19661,"Tabriz","Iran","Comedy","R","7.99"
19662,"Tabriz","Iran","Sci-Fi","PG-13","2.99"
19663,"Tabriz","Iran","Animation","G","4.99"
19664,"Tabriz","Iran","Games","NC-17","2.99"
19665,"Tabriz","Iran","Documentary","PG","3.99"
19666,"Tabriz","Iran","Comedy","R","5.99"
19667,"Tabriz","Iran","Animation","G","4.99"
19668,"Tabriz","Iran","Sci-Fi","G","6.99"
19669,"Tabriz","Iran","Documentary","PG-13","2.99"
19670,"Owo","Nigeria","New","NC-17","9.99"
19671,"Owo","Nigeria","Travel","PG","4.99"
19672,"Owo","Nigeria","Children","PG","2.99"
19673,"Owo","Nigeria","Sci-Fi","PG-13","4.99"
19674,"Owo","Nigeria","Sports","G","5.99"
19675,"Owo","Nigeria","Foreign","PG-13","9.99"
19676,"Owo","Nigeria","Action","PG-13","4.99"
19677,"Owo","Nigeria","Sports","PG","4.99"
19678,"Owo","Nigeria","Animation","G","2.99"
19679,"Owo","Nigeria","New","PG","4.99"
19680,"Owo","Nigeria","Sci-Fi","PG-13","5.99"
19681,"Owo","Nigeria","Games","G","5.99"
19682,"Fuzhou","China","Family","G","2.99"
19683,"Fuzhou","China","Comedy","R","1.99"
19684,"Ponce","Puerto Rico","Foreign","NC-17","2.99"
19685,"Ponce","Puerto Rico","New","PG","2.99"
19686,"Ponce","Puerto Rico","Family","PG-13","2.99"
19687,"Ponce","Puerto Rico","Games","R","4.99"
19688,"Korla","China","Action","NC-17","0.99"
19689,"Korla","China","Drama","R","2.99"
19690,"Korla","China","Family","PG","0.99"
19691,"Korla","China","Animation","R","6.99"
19692,"Korla","China","Sci-Fi","R","2.99"
19693,"Korla","China","Drama","G","2.99"
19694,"Benin City","Nigeria","Games","G","7.99"
19695,"Benin City","Nigeria","Foreign","G","4.99"
19696,"Benin City","Nigeria","Music","PG","3.99"
19697,"Benin City","Nigeria","Family","G","5.99"
19698,"Benin City","Nigeria","Foreign","R","4.99"
19699,"Benin City","Nigeria","Horror","G","4.99"
19700,"Benin City","Nigeria","Comedy","PG","4.99"
19701,"Benin City","Nigeria","Animation","PG","3.99"
19702,"Otsu","Japan","Travel","PG","5.99"
19703,"Otsu","Japan","Family","PG-13","2.99"
19704,"Otsu","Japan","New","G","4.99"
19705,"Otsu","Japan","Horror","PG-13","8.99"
19706,"Otsu","Japan","Classics","R","0.99"
19707,"Otsu","Japan","Drama","PG","0.99"
19708,"Otsu","Japan","Comedy","PG","9.99"
19709,"Otsu","Japan","Classics","PG-13","7.99"
19710,"Otsu","Japan","Travel","R","0.99"
19711,"Otsu","Japan","Travel","NC-17","4.99"
19712,"Effon-Alaiye","Nigeria","Classics","NC-17","0.99"
19713,"Effon-Alaiye","Nigeria","Music","R","0.99"
19714,"Effon-Alaiye","Nigeria","Travel","PG","0.99"
19715,"Effon-Alaiye","Nigeria","Drama","G","5.99"
19716,"Effon-Alaiye","Nigeria","Sports","PG","4.99"
19717,"Effon-Alaiye","Nigeria","Comedy","PG","0.99"
19718,"Effon-Alaiye","Nigeria","Comedy","PG","4.99"
19719,"Tambaram","India","Children","NC-17","2.99"
19720,"Tambaram","India","Comedy","R","4.99"
19721,"Tambaram","India","Action","R","4.99"
19722,"Tambaram","India","Documentary","PG","4.99"
19723,"Tambaram","India","Games","NC-17","2.99"
19724,"Tambaram","India","Documentary","NC-17","6.99"
19725,"Tambaram","India","Comedy","PG","1.99"
19726,"Tambaram","India","Drama","G","4.99"
19727,"Tambaram","India","Comedy","PG","0.99"
19728,"Tambaram","India","New","NC-17","2.99"
19729,"Valle de Santiago","Mexico","Drama","G","9.99"
19730,"Valle de Santiago","Mexico","Travel","R","2.99"
19731,"Valle de Santiago","Mexico","Documentary","PG","1.99"
19732,"Valle de Santiago","Mexico","Children","NC-17","2.99"
19733,"Valle de Santiago","Mexico","Sports","NC-17","0.99"
19734,"Valle de Santiago","Mexico","Documentary","R","2.99"
19735,"Valle de Santiago","Mexico","Documentary","G","0.99"
19736,"Valle de Santiago","Mexico","Horror","PG","0.99"
19737,"Valle de Santiago","Mexico","Sports","NC-17","2.99"
19738,"Valle de Santiago","Mexico","Travel","R","2.99"
19739,"Kowloon and New Kowloon","Hong Kong","Games","PG-13","7.99"
19740,"Kowloon and New Kowloon","Hong Kong","Children","PG","1.99"
19741,"Kowloon and New Kowloon","Hong Kong","Classics","G","0.99"
19742,"Kowloon and New Kowloon","Hong Kong","Classics","PG","7.99"
19743,"Kowloon and New Kowloon","Hong Kong","Sports","NC-17","0.99"
19744,"Kowloon and New Kowloon","Hong Kong","Sports","R","0.99"
19745,"Kowloon and New Kowloon","Hong Kong","Games","PG-13","9.99"
19746,"Kowloon and New Kowloon","Hong Kong","Games","R","5.99"
19747,"Kowloon and New Kowloon","Hong Kong","Comedy","NC-17","6.99"
19748,"Kowloon and New Kowloon","Hong Kong","Music","PG","0.99"
19749,"Kowloon and New Kowloon","Hong Kong","Documentary","R","4.99"
19750,"Kowloon and New Kowloon","Hong Kong","Family","G","4.99"
19751,"Valle de la Pascua","Venezuela","Games","PG-13","2.99"
19752,"Valle de la Pascua","Venezuela","Drama","G","6.99"
19753,"Valle de la Pascua","Venezuela","Comedy","R","3.99"
19754,"Valle de la Pascua","Venezuela","Documentary","PG-13","4.99"
19755,"Valle de la Pascua","Venezuela","Sports","PG-13","1.99"
19756,"Valle de la Pascua","Venezuela","Children","R","2.99"
19757,"Valle de la Pascua","Venezuela","Foreign","PG-13","2.99"
19758,"Roanoke","United States","Action","R","4.99"
19759,"Roanoke","United States","Games","G","0.99"
19760,"Roanoke","United States","Animation","R","5.99"
19761,"Roanoke","United States","Sci-Fi","G","4.99"
19762,"Roanoke","United States","Family","R","3.99"
19763,"Sharja","United Arab Emirates","Foreign","R","4.99"
19764,"Sharja","United Arab Emirates","Drama","G","10.99"
19765,"Sharja","United Arab Emirates","Drama","G","2.99"
19766,"Sharja","United Arab Emirates","Travel","PG","0.99"
19767,"Sharja","United Arab Emirates","Horror","PG","4.99"
19768,"Sharja","United Arab Emirates","Family","NC-17","2.99"
19769,"Donostia-San Sebastin","Spain","Games","R","1.99"
19770,"Donostia-San Sebastin","Spain","Sci-Fi","PG-13","2.99"
19771,"Donostia-San Sebastin","Spain","Classics","PG-13","6.99"
19772,"Donostia-San Sebastin","Spain","Sci-Fi","PG-13","2.99"
19773,"Donostia-San Sebastin","Spain","Games","NC-17","5.99"
19774,"Donostia-San Sebastin","Spain","Sports","PG","4.99"
19775,"Donostia-San Sebastin","Spain","Comedy","R","6.99"
19776,"Donostia-San Sebastin","Spain","Drama","NC-17","4.99"
19777,"Donostia-San Sebastin","Spain","Classics","R","8.99"
19778,"Donostia-San Sebastin","Spain","Music","PG","7.99"
19779,"Donostia-San Sebastin","Spain","Sports","PG","5.99"
19780,"Dayton","United States","Animation","PG-13","6.99"
19781,"Dayton","United States","Sports","R","2.99"
19782,"Dayton","United States","Games","R","4.99"
19783,"Dayton","United States","Action","NC-17","2.99"
19784,"Dayton","United States","Foreign","PG","2.99"
19785,"Dayton","United States","Comedy","NC-17","4.99"
19786,"Dayton","United States","Drama","NC-17","2.99"
19787,"Dayton","United States","Comedy","NC-17","5.99"
19788,"Dayton","United States","Sports","PG","2.99"
19789,"Dayton","United States","Horror","PG","7.99"
19790,"Dayton","United States","Comedy","PG","5.99"
19791,"Kolpino","Russian Federation","New","G","3.99"
19792,"Kolpino","Russian Federation","Foreign","R","4.99"
19793,"Kolpino","Russian Federation","Action","R","5.99"
19794,"Kolpino","Russian Federation","Drama","NC-17","4.99"
19795,"Kolpino","Russian Federation","Classics","R","0.99"
19796,"Kolpino","Russian Federation","New","NC-17","0.99"
19797,"Kolpino","Russian Federation","Music","NC-17","6.99"
19798,"Kolpino","Russian Federation","Sports","NC-17","6.99"
19799,"Patiala","India","New","PG-13","4.99"
19800,"Patiala","India","Animation","PG-13","4.99"
19801,"Patiala","India","Sports","G","3.99"
19802,"Patiala","India","New","PG","2.99"
19803,"Patiala","India","Sci-Fi","G","2.99"
19804,"Patiala","India","New","PG-13","4.99"
19805,"Patiala","India","Sports","R","1.99"
19806,"Patiala","India","Classics","R","7.99"
19807,"Patiala","India","Drama","PG-13","2.99"
19808,"Patiala","India","Action","R","7.99"
19809,"Ahmadnagar","India","Games","G","4.99"
19810,"Ahmadnagar","India","Comedy","PG","0.99"
19811,"Ahmadnagar","India","Comedy","G","0.99"
19812,"Ahmadnagar","India","Sci-Fi","G","4.99"
19813,"Ahmadnagar","India","New","G","2.99"
19814,"Ahmadnagar","India","Sports","PG","0.99"
19815,"Ahmadnagar","India","Documentary","NC-17","10.99"
19816,"Ahmadnagar","India","Sci-Fi","R","2.99"
19817,"Ahmadnagar","India","Games","R","4.99"
19818,"Ahmadnagar","India","Children","PG","1.99"
19819,"Ahmadnagar","India","Travel","PG","5.99"
19820,"Ahmadnagar","India","Action","NC-17","2.99"
19821,"Ahmadnagar","India","Drama","NC-17","4.99"
19822,"Oulu","Finland","Animation","PG-13","6.99"
19823,"Oulu","Finland","Sports","PG","0.99"
19824,"Oulu","Finland","Sports","R","6.99"
19825,"Oulu","Finland","Travel","PG-13","0.99"
19826,"Oulu","Finland","Children","PG","8.99"
19827,"Oulu","Finland","Action","R","0.99"
19828,"Oulu","Finland","Family","PG","4.99"
19829,"Oulu","Finland","Sci-Fi","PG","0.99"
